source_path_internal,source_sha256,vetted_source_path_internal,vetted_source_sha256,release_path,release_sha256,language,scientific_role,inclusion_status,reason
<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_S4_FigS4_groups_final_v01.m,76bcd158dd9ce1edf8ed08496c5f9494854e4f28c53e5bd0d33ade4040413a62,<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_S4_FigS4_groups_final_v01.m,76bcd158dd9ce1edf8ed08496c5f9494854e4f28c53e5bd0d33ade4040413a62,code/09_figures/ExtendedDataFig5_groups_final_v01.m,76bcd158dd9ce1edf8ed08496c5f9494854e4f28c53e5bd0d33ade4040413a62,m,Active Extended Data Fig. 5 group renderer,INCLUDED,Copied from the vetted frozen source; filename/category relocation only.
<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_1_Fig1_Nature_final_v03.m,037525459df2670378b415a7d7cb8cd7947dd32882595f69c85f5613677645dc,<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_1_Fig1_Nature_final_v03.m,037525459df2670378b415a7d7cb8cd7947dd32882595f69c85f5613677645dc,code/09_figures/Fig1_Nature_final_v03.m,037525459df2670378b415a7d7cb8cd7947dd32882595f69c85f5613677645dc,m,Active Fig. 1 MATLAB renderer,INCLUDED,Copied from the vetted frozen source; filename/category relocation only.
<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_2_Fig2_Nature_final_v03.m,7fe21c01b90645cbf9818c7257bf04ba98b9b1dcd10ead18af74f36a5f1a7474,<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_2_Fig2_Nature_final_v03.m,7fe21c01b90645cbf9818c7257bf04ba98b9b1dcd10ead18af74f36a5f1a7474,code/09_figures/Fig2_Nature_final_v03.m,7fe21c01b90645cbf9818c7257bf04ba98b9b1dcd10ead18af74f36a5f1a7474,m,Active Fig. 2 MATLAB renderer,INCLUDED,Copied from the vetted frozen source; filename/category relocation only.
<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/Fig3_Nature_final_v01.py,c689c84a25014d1246d5ade2e29011a0f5cbce0deaf97f95ff07e93e73d2300b,<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/Fig3_Nature_final_v01.py,c689c84a25014d1246d5ade2e29011a0f5cbce0deaf97f95ff07e93e73d2300b,code/09_figures/Fig3_Nature_final_v01.py,c689c84a25014d1246d5ade2e29011a0f5cbce0deaf97f95ff07e93e73d2300b,py,Required base helper for the active Fig. 3 renderer,INCLUDED,Copied from the vetted frozen source; filename/category relocation only.
<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/Fig3_Nature_final_v03.py,a84e4b1195f96e5b07e9421b53d5317de8ce75824823c99a6c0061fe442f20cf,<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/Fig3_Nature_final_v03.py,a84e4b1195f96e5b07e9421b53d5317de8ce75824823c99a6c0061fe442f20cf,code/09_figures/Fig3_Nature_final_v03.py,a84e4b1195f96e5b07e9421b53d5317de8ce75824823c99a6c0061fe442f20cf,py,Required intermediate helper for the active Fig. 3 renderer,INCLUDED,Copied from the vetted frozen source; filename/category relocation only.
<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_3_Fig3_Nature_final_v04.py,eb21f7a0a94874baaedaf19acb3729cc31afd91883d2f72dba9b15b84ee7fcd9,<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_3_Fig3_Nature_final_v04.py,eb21f7a0a94874baaedaf19acb3729cc31afd91883d2f72dba9b15b84ee7fcd9,code/09_figures/Fig3_Nature_final_v04.py,eb21f7a0a94874baaedaf19acb3729cc31afd91883d2f72dba9b15b84ee7fcd9,py,Active Fig. 3 renderer,INCLUDED,Copied from the vetted frozen source; filename/category relocation only.
<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_4_Fig4_Nature_final_v09e_final.m,f30c73231115243081280db201e538364f72bbe50942294ae176484cbfd25b01,<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/FINAL_4_Fig4_Nature_final_v09e_final.m,f30c73231115243081280db201e538364f72bbe50942294ae176484cbfd25b01,code/09_figures/Fig4_Nature_final_v09e_final.m,f30c73231115243081280db201e538364f72bbe50942294ae176484cbfd25b01,m,Active Fig. 4 MATLAB renderer,INCLUDED,Copied from the vetted frozen source; filename/category relocation only.
<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/Fig5_corrected_v09.m,d912ae5f3a13e246c83caab826cccc4e6e44989397cbcb2485446e9a89a13816,<PROJECT_ROOT>/NEE_SUBMISSION_v15_READY_PACKAGE/05_OPEN_SCIENCE/RELEASE_CODE/code/10_figures_source_data/Fig5_corrected_v09.m,d912ae5f3a13e246c83caab826cccc4e6e44989397cbcb2485446e9a89a13816,code/09_figures/Fig5_corrected_v09.m,d912ae5f3a13e246c83caab826cccc4e6e44989397cbcb2485446e9a89a13816,m,Active corrected Fig. 5 MATLAB renderer,INCLUDED,Copied from the vetted frozen source; filename/category relocation only.
<PROJECT_ROOT>/NEE_SUBMISSION_v08_20260819/_work/build_source_workbooks.mjs,1062e682ddd977abeb0c3a7ee86836e4d6237d950b82fb64cf0d52c0566a7fff,<PROJECT_ROOT>/NEE_SUBMISSION_v08_20260819/_work/build_source_workbooks.mjs,1062e682ddd977abeb0c3a7ee86836e4d6237d950b82fb64cf0d52c0566a7fff,code/09_figures/source_data/provenance/build_source_workbooks.mjs,3af64e8bad5a241149913a5ef1967d6bdd7213a749ebbccf4c56bde0bed64fc6,mjs,Source Data workbook-packaging provenance; not a frozen public runtime,INCLUDED,Relocated without content changes to provenance/ because the exact historical @oai/artifact-tool environment was not frozen; no scientific table or estimand changed.
<PROJECT_ROOT>/NEE_SUBMISSION_v08_20260819/_work/prepare_source_data.py,c93e3a8c03b441c8d8d1c726e56193769f49bfce34a88e3c52689cb057aea50d,<PROJECT_ROOT>/NEE_SUBMISSION_v08_20260819/_work/prepare_source_data.py,c93e3a8c03b441c8d8d1c726e56193769f49bfce34a88e3c52689cb057aea50d,code/09_figures/source_data/provenance/prepare_source_data.py,8ad1aee59d4eada25a75997d89c7e217db3237f799c0d6043024a84356c76587,py,Source Data workbook-packaging provenance; not a frozen public runtime,INCLUDED,Relocated without content changes to provenance/ because the exact historical @oai/artifact-tool environment was not frozen; no scientific table or estimand changed.
<INTERNAL_SOURCE>/gpp_main.m,e3f93182589f54fb8f02f4427c10bfc0ab3dd0c59e57bdb278d5057615365933,,,,,MATLAB,External replication,EXCLUDED,Excluded third-party/legacy replication code; not part of the manuscript analysis pipeline.
<INTERNAL_SOURCE>/tp_main.m,89b8263e17257fe7801e0b7a841c6facaf0b089e955b94bee5bfb93e0fa6bf3f,,,,,MATLAB,External replication,EXCLUDED,Excluded third-party/legacy replication code; not part of the manuscript analysis pipeline.
<PROJECT_ROOT>/000 GEE Data/6 MCD64A1火烧扰动 （已下载）/01_years/2001/01_GEE_script/06B_EXPORT_MCD64A1_burned_area_g005_2001_land57_v05.js,b53af9229a1bdea315a818132fb0090565bc5fd3beaef43bb0cb1d66569940fc,,,,,JavaScript,Raw export definition,EXCLUDED,Excluded non-selected duplicate/batch instance; a product-level active or representative definition is included.
<PROJECT_ROOT>/000 GEE Data/7 MOD17A3HGF年度GPP-NPP (已下载)/00_GEE_script/07C_EXPORT_MOD17A3HGF_GPP_NPP_g005_GLOBAL_2001_2024_ALL_YEARS_v04.js,193dd07a6fda4fa032c23c69b141d2dc9fddf69c3aad954931c9fcf14e7a8e7a,,,,,JavaScript,Raw export definition,EXCLUDED,Excluded non-selected duplicate/batch instance; a product-level active or representative definition is included.
<PROJECT_ROOT>/000 GEE Data/9 TNC Global Human Modification (已下载)/00_GEE_script/09B_EXPORT_TNC_HM_v3_g005_2000_2020_land57_v05.js,5d123c48db4bab5bec1528bd6332202e0f457f0dc45deb96e566153461c2249e,,,,,JavaScript,Raw export definition,EXCLUDED,Excluded non-selected duplicate/batch instance; a product-level active or representative definition is included.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010A_Global_Drought_Recovery_Consensus/snapshot_task0010a_inputs.py,589fd0d8a32d94aa5bb4acb10fd834b9f57a4e45b853843f50e96eac736f95a8,,,,,Python,Input snapshot,EXCLUDED,Excluded internal provenance snapshot utility; release manifests replace it.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010A_Global_Drought_Recovery_Consensus/task0010a_build_base.py,a3b8ade4c17c7f1ffcd1bd7c968c6c0a710a0654fbfa40b8927a07741350d13d,,,,,Python,Pipeline support,EXCLUDED,Excluded as non-essential historical/support code after comparison with the vetted V15 release path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010A_Global_Drought_Recovery_Consensus/task0010a_preflight.py,6cb34b30815dfad32712e8610e71ce23126895ff246c8f983cb5d98c54599dc0,,,,,Python,Pipeline support,EXCLUDED,Excluded as non-essential historical/support code after comparison with the vetted V15 release path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010C_Recovery_Logic_and_Application_Fix/snapshot_task0010c_inputs.py,3fa45dc51106f9181d36d202cf7e9ddd166fe97b6d5165709b2735ef25e711a1,,,,,Python,Input snapshot,EXCLUDED,Excluded internal provenance snapshot utility; release manifests replace it.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010C_Recovery_Logic_and_Application_Fix/validate_csvs_artifact_tool.mjs,bfbe5b173a5901ef4512f1556b6fc925d584645315700df14157e5e024316a26,,,,,JavaScript,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010E_Methods_Manuscript_Production/build_task0010e_manuscript.py,cd3b189933b2a87abb02c568b00f3daf5a8d66a22f4ed188e10b5c804676d089,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010E_Methods_Manuscript_Production/plot_task0010e_figures.py,d3acee4fddcb2c329e7e95bd3f76a8fde32e2d7ebfb909d26180b83eca4dd46f,,,,,Python,Initial methods figure sources,EXCLUDED,Excluded as non-essential historical/support code after comparison with the vetted V15 release path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010E_Methods_Manuscript_Production/snapshot_task0010e_inputs.py,53ee028e27921f859ca344bb1a4e9b02be90090845e6abe28d7c1b50d2d952a3,,,,,Python,Input snapshot,EXCLUDED,Excluded internal provenance snapshot utility; release manifests replace it.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010E_Methods_Manuscript_Production/validate_task0010e_csvs.mjs,bd46ef6aa5eb6e0deb3495f8c7c44b61821cbe665a8b3bc435e1163ba8ad3df0,,,,,JavaScript,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010H_Manuscript_v02/FIGURE_SCRIPTS_v02/build_figures_v02.py,89ce64943765a096719d86953139506e98837219dca2bf76394b8313414967ea,,,,,Python,Figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010H_Manuscript_v02/FIGURE_SCRIPTS_v02/build_manuscript_docx_v02.py,092e574a2cf1c66194e86e3aa1a0d6d3de604399d82130638b2244459989ded6,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010H_Manuscript_v02/FIGURE_SCRIPTS_v02/build_manuscript_source_v02.py,6780ccc3fcb1f69f39741003c393a8f5bef902f2c01775ca99e125ecd09fdd09,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010H_Manuscript_v02/FIGURE_SCRIPTS_v02/build_reference_audit_v02.py,a206b3ce78c7325e41992275a033c8e142a2b77fae97dee4dc0e722079c7bbb1,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010H_Manuscript_v02/FIGURE_SCRIPTS_v02/build_supplementary_tables_v02.py,d3dfd81c6caa16c06bf806830d94530810e1547c23a3055c42d08abc0b68ca55,,,,,Python,Supplementary tables,EXCLUDED,Excluded obsolete manuscript-supplement builder; frozen Source Data are released separately.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010H_Manuscript_v02/FIGURE_SCRIPTS_v02/build_supplementary_xlsx_v02.mjs,79748754deb6a0faa78767a2c834fa6db7b2fe51d2c52c3135ee713b4816d7b9,,,,,JavaScript,Supplementary tables,EXCLUDED,Excluded obsolete manuscript-supplement builder; frozen Source Data are released separately.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010H_Manuscript_v02/FIGURE_SCRIPTS_v02/fetch_reference_metadata.py,a61b17bdfd51122c6ca1f8c0f51aa88660c1e85d1450ae58cabc430c2f8fb95a,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010H_Manuscript_v02/FIGURE_SCRIPTS_v02/validate_and_package_v02.py,9a3d869c7e2609a707556f7c83f53451a47a75c00a2d8b562452a82cd745b5aa,,,,,Python,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010J_Manuscript_v04_Targeted_Fixes/SCRIPTS_v04/build_figures_v04.py,c1c195c15e755af339be22a72ae2d7d889eb347a94034ba596c4952d870437ce,,,,,Python,Figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010J_Manuscript_v04_Targeted_Fixes/SCRIPTS_v04/build_manuscript_docx_v04.py,797a2d00032752554f08b81a9dc953655a61d136cc77a4792657e0a9dbab84e3,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010J_Manuscript_v04_Targeted_Fixes/SCRIPTS_v04/build_render_contact_sheets_v04.py,11165483f6b4a22fecebfbe82b4eb1ee879e77057307ac7f2cc513e04f04d402,,,,,Python,Pipeline support,EXCLUDED,Excluded as non-essential historical/support code after comparison with the vetted V15 release path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010J_Manuscript_v04_Targeted_Fixes/SCRIPTS_v04/build_supplementary_xlsx_v04.mjs,9c9ddc801ad4aa4bbb539c605c989dab98091be7658668e890e53fc3922bcf25,,,,,JavaScript,Supplementary tables,EXCLUDED,Excluded obsolete manuscript-supplement builder; frozen Source Data are released separately.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010J_Manuscript_v04_Targeted_Fixes/SCRIPTS_v04/prepare_sources_v04.py,cc82d8d585457b23435a1d81e79c60c46c72d796886ef57be024ff2bafdabc6e,,,,,Python,Version carry-forward,EXCLUDED,Excluded as non-essential historical/support code after comparison with the vetted V15 release path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010J_Manuscript_v04_Targeted_Fixes/SCRIPTS_v04/snapshot_inputs_v04.py,079910a495d57ae73f2b9ee0592292f1e150634b6a5ffaa37834ebafc7e3fcb0,,,,,Python,Input snapshot,EXCLUDED,Excluded internal provenance snapshot utility; release manifests replace it.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010J_Manuscript_v04_Targeted_Fixes/SCRIPTS_v04/validate_and_package_v04.py,d57880e41594fb60821c62a1ef793f7dfc68baaabf2b7cc97eba7a8cfbafb6f2,,,,,Python,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010L_Manuscript_v06_Narrative_and_Figure_Redesign/SCRIPTS_v06/build_audit_tables_v06.mjs,3d6d43436b9b1f70c7dd7d3165fde0df616e02bdc644cc1ffc43ab2e513d3bb9,,,,,JavaScript,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010L_Manuscript_v06_Narrative_and_Figure_Redesign/SCRIPTS_v06/build_figures_v06.py,82a1f845b7a8690085400ce440e09bff741cbb554210d3c9e0b8565ea042f094,,,,,Python,Figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010L_Manuscript_v06_Narrative_and_Figure_Redesign/SCRIPTS_v06/build_manuscript_docx_v06.py,6c4a34b8faeed808e3ac7263b5b045ccf44e8539a6550eec902a6df034b2a50d,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010L_Manuscript_v06_Narrative_and_Figure_Redesign/SCRIPTS_v06/build_word_contact_sheets_v06.py,d91217d1113146f614970c33a6ded85542c816d5a16a6270f05b78bad1ed2d7d,,,,,Python,Pipeline support,EXCLUDED,Excluded as non-essential historical/support code after comparison with the vetted V15 release path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010L_Manuscript_v06_Narrative_and_Figure_Redesign/SCRIPTS_v06/finalize_and_validate_v06.py,e0610f5c871fa682c4955d533e34ecd154f2c9681b6f45d81b5b09d90b2f421f,,,,,Python,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010L_Manuscript_v06_Narrative_and_Figure_Redesign/SCRIPTS_v06/package_v06.py,a9be41c55c9840e1c7d4df0933439adc6b0ac181060c8018b619ce0fad4841f5,,,,,Python,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010L_Manuscript_v06_Narrative_and_Figure_Redesign/SCRIPTS_v06/prepare_manuscript_v06.py,f58ddea594da5c1d78b644e2b8877300b35d70dd14ff423ec7f2f55c43243321,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010L_Manuscript_v06_Narrative_and_Figure_Redesign/SCRIPTS_v06/snapshot_inputs_v06.py,bac11a50c8c0639f1457669de1129ba2f90a3aacda21be67519a9a0419f80860,,,,,Python,Input snapshot,EXCLUDED,Excluded internal provenance snapshot utility; release manifests replace it.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010M_v07_FINAL_VISUAL_FIXES/SCRIPTS_v07/build_figures_v07.py,c7053348862b2f16798f5a481efb0d028324accd4ed8b7c0f642238d7d50861f,,,,,Python,Figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010M_v07_FINAL_VISUAL_FIXES/SCRIPTS_v07/build_manuscript_docx_v07.py,e120606a0da206e2b02cff920cd65e4342f3234bceb2f3af7788edad691bba13,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010M_v07_FINAL_VISUAL_FIXES/SCRIPTS_v07/build_numeric_audit_v07.mjs,a510019cfc9377ea7a4eebef84dcb3bd4c2ef46c5e06095a04c617952f53f866,,,,,JavaScript,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010M_v07_FINAL_VISUAL_FIXES/SCRIPTS_v07/build_numeric_audit_v07.py,79b13ad48b504268614df3bdf098c3bcde37263c3e628e1c7034e341aac6684b,,,,,Python,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010M_v07_FINAL_VISUAL_FIXES/SCRIPTS_v07/make_manuscript_contact_sheet.py,2c29d63b1c1e2b0f5e6b0cf93a58a3656ffab4e2ce86289545aa6d18d51ecc66,,,,,Python,Manuscript/reference production,EXCLUDED,Excluded manuscript/package builder; not scientific analysis code.
<PROJECT_ROOT>/010_Research_Workbench/02_Runs/RUN_0010M_v07_FINAL_VISUAL_FIXES/SCRIPTS_v07/validate_v07.py,82e9fe9e42ed2b36e29d7cfeae52edd98cecce570253a9ff112698a62a75e252,,,,,Python,Validation/package,EXCLUDED,Excluded historical packaging/validation utility not required by the frozen scientific path.
<PROJECT_ROOT>/定稿图片/1/Fig1_Nature_final_v03.m,483adb22d32fab0e87d4af43a13438f5e18d86cca767e487ab874273c5658bdd,,,,,MATLAB,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/定稿图片/2/Fig2_Nature_final_v03.m,98063133e60e8d0751aa6670ba84176f6ee9f4becff0c8c43cd9ab6d89fc6715,,,,,MATLAB,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/定稿图片/3/Fig3_Nature_final_v04.py,def70f67227441bf9915ed686dda2cf3db2f69caa018e2cc89ebc259a9a2970c,,,,,Python,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/定稿图片/4/Fig4_Nature_final_v09e_final.m,10cbc3f4fedf96f3d441561a597457a2ff545df3bd69cf350b16980cc010a1e3,,,,,MATLAB,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/定稿图片/5/Fig5_Merged_Nature_final_v08b.m,33a52cff49edba2891b60893b29ed4465bd78426708b3d766fbf51d350a4e71d,,,,,MATLAB,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/定稿图片/S1/FigS1_Nature_final_v03.m,70cfe748bb6da5ab093f9e3cb89f3eb5fd4a0ee74464c7ce3ea66bb710ed73ee,,,,,MATLAB,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/定稿图片/S1/Open_S1_FIG_Editable.m,927783291b521106c77049c4f9812e7e62996445d63e0d4b236a9a71d1234f7b,,,,,MATLAB,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/定稿图片/S2/FigS2_Nature_final_v03_editable.m,a7390783600d3a3929f1e4a49c53816c2447f3ba52458862e7772d065cd0fdc4,,,,,MATLAB,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/定稿图片/S4/FigS4_groups_final_v01.m,cffb71a464d25ea7e98238366e3478d8aeceef60c67e583f5e0cf5474de144ab,,,,,MATLAB,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
<PROJECT_ROOT>/定稿图片/S4/FigS4_maps_final_v01.m,9f54416609e0361f9795107299cfd0931afe6fddf4c10a82469d381c7301aa93,,,,,MATLAB,Finalized figure renderer,EXCLUDED,Excluded superseded/duplicate renderer; current active renderer is included separately.
